release_version,profile_id,dataset_id,dataset_kind,samples,decode_count,truth_count,scored_truth_count,wall_seconds,cpu_user_seconds,cpu_system_seconds,cpu_seconds,avg_wall_seconds,avg_cpu_user_seconds,avg_cpu_system_seconds,avg_cpu_seconds,tp,fp,fn,precision,recall,f1
2.1.0,medium,d9394-ft8-test-wave,unscored,11,29,0,0,11.499079125467688,8.985739,0.37485399999999997,9.360593,1.0453708295879716,0.8168853636363637,0.03407763636363636,0.850963,0,0,0,,,
2.1.0,medium,kgoba-ft8-lib,scored,31,355,429,418,61.79627000493929,34.47485900000001,1.6659349999999997,36.140794,1.993428064675461,1.1120922258064518,0.05373983870967741,1.165832064516129,325,0,93,1.0,0.777511961722488,0.8748317631224765
2.1.1,deepest,d9394-ft8-test-wave,unscored,11,36,0,0,15.59314508549869,11.802916999999997,0.34561000000000003,12.148526999999998,1.4175586441362447,1.0729924545454543,0.03141909090909091,1.1044115454545453,0,0,0,,,
2.1.1,deepest,kgoba-ft8-lib,scored,31,392,429,418,53.852307620923966,43.51195299999999,1.1181569999999998,44.63010999999999,1.7371712135781925,1.403611387096774,0.03606958064516128,1.439680967741935,358,0,60,1.0,0.8564593301435407,0.9226804123711341
2.1.1,medium,d9394-ft8-test-wave,unscored,11,29,0,0,11.003773875068873,8.619207999999999,0.308533,8.927741,1.0003430795517156,0.7835643636363635,0.028048454545454547,0.8116128181818181,0,0,0,,,
2.1.1,medium,kgoba-ft8-lib,scored,31,355,429,418,59.372558160685,33.224363,1.116783,34.341145999999995,1.9152438116350001,1.0717536451612901,0.03602525806451613,1.1077789032258063,325,0,93,1.0,0.777511961722488,0.8748317631224765
2.1.2,deepest,d9394-ft8-test-wave,unscored,11,36,0,0,15.253832499496639,11.771505,0.34181899999999993,12.113323999999999,1.3867120454087853,1.070136818181818,0.03107445454545454,1.1012112727272727,0,0,0,,,
2.1.2,deepest,kgoba-ft8-lib,scored,31,392,429,418,52.92006246000528,43.338077999999996,1.093861,44.431939,1.7070987890324285,1.3980025161290321,0.03528583870967742,1.4332883548387096,358,0,60,1.0,0.8564593301435407,0.9226804123711341
2.1.2,medium,d9394-ft8-test-wave,unscored,11,29,0,0,11.0051413718611,8.539662,0.29938699999999996,8.839049000000001,1.0004673974419183,0.7763329090909091,0.027216999999999995,0.8035499090909092,0,0,0,,,
2.1.2,medium,kgoba-ft8-lib,scored,31,355,429,418,56.63258066633716,32.842245000000005,1.0103339999999998,33.852579,1.826857440849586,1.0594272580645163,0.032591419354838704,1.0920186774193548,325,0,93,1.0,0.777511961722488,0.8748317631224765
2.2.0,deepest,d9394-ft8-test-wave,unscored,11,47,0,0,20.295863290317357,16.00591,0.385011,16.390921,1.8450784809379415,1.4550827272727274,0.035001,1.4900837272727272,0,0,0,,,
2.2.0,deepest,kgoba-ft8-lib,scored,31,423,429,418,82.63007553806528,65.83030300000001,1.3501499999999997,67.180453,2.6654863076795254,2.123558161290323,0.04355322580645161,2.167111387096774,396,3,22,0.9924812030075187,0.9473684210526315,0.9694002447980415
2.2.0,medium,d9394-ft8-test-wave,unscored,11,47,0,0,15.168067625258118,12.162692000000002,0.36680799999999997,12.529499999999999,1.378915238659829,1.105699272727273,0.033346181818181816,1.1390454545454545,0,0,0,,,
2.2.0,medium,kgoba-ft8-lib,scored,31,417,429,418,100.01387861883268,52.08460499999999,1.429282,53.513887000000004,3.2262541489946024,1.6801485483870964,0.046105870967741935,1.7262544193548388,390,3,28,0.9923664122137404,0.9330143540669856,0.9617755856966708
2.2.1,deepest,d9394-ft8-test-wave,unscored,11,47,0,0,20.901493249926716,16.01664,0.394853,16.411493,1.9001357499933378,1.4560581818181817,0.035895727272727274,1.491953909090909,0,0,0,,,
2.2.1,deepest,kgoba-ft8-lib,scored,31,423,429,418,80.87962020980194,66.011729,1.3232629999999999,67.334992,2.6090200067678047,2.129410612903226,0.04268590322580645,2.172096516129032,396,3,22,0.9924812030075187,0.9473684210526315,0.9694002447980415
2.2.1,medium,d9394-ft8-test-wave,unscored,11,47,0,0,16.07717454386875,12.414148,0.3973669999999999,12.811515,1.4615613221698864,1.1285589090909092,0.03612427272727272,1.1646831818181818,0,0,0,,,
2.2.1,medium,kgoba-ft8-lib,scored,31,417,429,418,92.70681304018945,51.954153,1.334409,53.28856200000001,2.990542356135143,1.6759404193548386,0.04304545161290323,1.7189858709677424,390,3,28,0.9923664122137404,0.9330143540669856,0.9617755856966708
2.2.2,deepest,d9394-ft8-test-wave,unscored,11,47,0,0,22.53317195829004,17.310496000000004,0.42702499999999993,17.737520999999997,2.0484701780263674,1.573681454545455,0.03882045454545454,1.612501909090909,0,0,0,,,
2.2.2,deepest,kgoba-ft8-lib,scored,31,429,429,418,127.34341721143574,68.056491,2.924123,70.980614,4.10785216811083,2.1953706774193544,0.09432654838709677,2.2896972258064516,401,3,17,0.9925742574257426,0.9593301435406698,0.975669099756691
2.2.2,medium,d9394-ft8-test-wave,unscored,11,46,0,0,25.782120374497026,13.216421999999998,0.6512650000000001,13.867687,2.3438291249542753,1.201492909090909,0.0592059090909091,1.2606988181818182,0,0,0,,,
2.2.2,medium,kgoba-ft8-lib,scored,31,412,429,418,91.12488329224288,51.07726000000001,1.2831929999999998,52.36045300000001,2.9395123642658993,1.647653548387097,0.04139332258064515,1.6890468709677422,384,3,34,0.9922480620155039,0.9186602870813397,0.9540372670807453
2.3.0,deepest,d9394-ft8-test-wave,unscored,11,47,0,0,44.02700158255175,36.492026,0.706748,37.19877399999999,4.002454689322886,3.317456909090909,0.06424981818181819,3.381706727272727,0,0,0,,,
2.3.0,deepest,kgoba-ft8-lib,scored,31,429,429,418,162.4300285819918,135.36781500000004,2.155021,137.52283599999998,5.2396783413545736,4.36670370967742,0.0695168064516129,4.436220516129032,401,3,17,0.9925742574257426,0.9593301435406698,0.975669099756691
2.3.0,medium,d9394-ft8-test-wave,unscored,11,46,0,0,25.0794784151949,20.933909,0.524158,21.458066999999996,2.2799525831995364,1.9030826363636364,0.047650727272727275,1.9507333636363633,0,0,0,,,
2.3.0,medium,kgoba-ft8-lib,scored,31,412,429,418,125.37212108215317,85.23038499999998,1.8235379999999997,87.053923,4.0442619703920375,2.7493672580645154,0.05882380645161289,2.8081910645161288,384,3,34,0.9922480620155039,0.9186602870813397,0.9540372670807453
2.3.1,deepest,d9394-ft8-test-wave,unscored,11,47,0,0,43.14088166691363,36.075884,0.63629,36.712174000000005,3.9218983333557844,3.2796258181818185,0.057844545454545454,3.337470363636364,0,0,0,,,
2.3.1,deepest,kgoba-ft8-lib,scored,31,429,429,418,159.2468904168345,134.79327499999997,2.0714069999999993,136.864682,5.136996465059178,4.348170161290321,0.06681958064516128,4.414989741935483,401,3,17,0.9925742574257426,0.9593301435406698,0.975669099756691
2.3.1,medium,d9394-ft8-test-wave,unscored,11,46,0,0,24.395066707395017,20.688342,0.4939839999999999,21.182326,2.2177333370359107,1.8807583636363636,0.04490763636363636,1.9256659999999999,0,0,0,,,
2.3.1,medium,kgoba-ft8-lib,scored,31,412,429,418,111.88504804531112,85.55255499999998,1.7292679999999996,87.28182299999999,3.6091950982358427,2.759759838709677,0.05578283870967741,2.8155426774193546,384,3,34,0.9922480620155039,0.9186602870813397,0.9540372670807453
2.4.0,deepest,d9394-ft8-test-wave,unscored,11,47,0,0,21.465957038570195,17.116617,0.5002139999999999,17.616831,1.9514506398700178,1.556056090909091,0.045473999999999994,1.601530090909091,0,0,0,,,
2.4.0,deepest,kgoba-ft8-lib,scored,31,429,429,418,81.42663529003039,65.738868,1.6446589999999999,67.38352699999999,2.6266656545171094,2.12060864516129,0.05305351612903225,2.173662161290322,401,3,17,0.9925742574257426,0.9593301435406698,0.975669099756691
2.4.0,medium,d9394-ft8-test-wave,unscored,11,46,0,0,15.959604914765805,12.831266000000001,0.485854,13.317120000000001,1.4508731740696186,1.1664787272727273,0.04416854545454545,1.2106472727272728,0,0,0,,,
2.4.0,medium,kgoba-ft8-lib,scored,31,412,429,418,70.64388400129974,50.460057,1.4989869999999998,51.959044,2.2788349677838626,1.6277437741935483,0.0483544193548387,1.676098193548387,384,3,34,0.9922480620155039,0.9186602870813397,0.9540372670807453
2.5.0,deepest,d9394-ft8-test-wave,unscored,11,47,0,0,21.698405540548265,17.028813,0.49686199999999997,17.525674999999996,1.972582321868024,1.548073909090909,0.045169272727272725,1.5932431818181814,0,0,0,,,
2.5.0,deepest,kgoba-ft8-lib,scored,31,429,429,418,80.02677541831508,65.63206299999999,1.6290500000000003,67.26111300000001,2.581508884461777,2.117163322580645,0.05255000000000001,2.1697133225806455,401,3,17,0.9925742574257426,0.9593301435406698,0.975669099756691
2.5.0,medium,d9394-ft8-test-wave,unscored,11,46,0,0,16.431689041666687,12.753041999999999,0.4754449999999999,13.228487,1.4937899128787897,1.1593674545454544,0.04322227272727272,1.2025897272727273,0,0,0,,,
2.5.0,medium,kgoba-ft8-lib,scored,31,412,429,418,83.76568083604798,50.595747999999986,1.607982,52.20373000000002,2.702118736646709,1.632120903225806,0.0518703870967742,1.6839912903225813,384,3,34,0.9922480620155039,0.9186602870813397,0.9540372670807453
2.5.1,deepest,d9394-ft8-test-wave,unscored,11,47,0,0,21.173610957805067,16.905268,0.506381,17.411649,1.9248737234368243,1.5368425454545454,0.04603463636363636,1.582877181818182,0,0,0,,,
2.5.1,deepest,kgoba-ft8-lib,scored,31,429,429,418,79.45993437245488,65.512601,1.5708410000000002,67.083442,2.5632236894340283,2.1133097096774196,0.05067229032258065,2.1639820000000003,401,3,17,0.9925742574257426,0.9593301435406698,0.975669099756691
2.5.1,medium,d9394-ft8-test-wave,unscored,11,46,0,0,15.669836707878858,12.634594,0.46196199999999993,13.096556,1.4245306098071688,1.1485994545454545,0.041996545454545446,1.190596,0,0,0,,,
2.5.1,medium,kgoba-ft8-lib,scored,31,412,429,418,83.89431383553892,50.057865000000014,1.5397670000000006,51.597632,2.706268188243191,1.6147698387096778,0.04966990322580647,1.6644397419354837,384,3,34,0.9922480620155039,0.9186602870813397,0.9540372670807453
2.5.2,deepest,d9394-ft8-test-wave,unscored,11,47,0,0,21.085020123049617,16.834964,0.49593499999999996,17.330899,1.9168200111863287,1.5304512727272728,0.04508499999999999,1.5755362727272726,0,0,0,,,
2.5.2,deepest,kgoba-ft8-lib,scored,31,429,429,418,84.92043145466596,65.96532799999999,1.6103889999999998,67.575717,2.739368756602128,2.1279138064516125,0.05194803225806451,2.1798618387096775,401,3,17,0.9925742574257426,0.9593301435406698,0.975669099756691
2.5.2,medium,d9394-ft8-test-wave,unscored,11,46,0,0,15.46129762660712,12.649429000000001,0.46004399999999995,13.109473,1.4055725115097382,1.1499480909090911,0.041822181818181814,1.1917702727272728,0,0,0,,,
2.5.2,medium,kgoba-ft8-lib,scored,31,412,429,418,81.13911954173818,50.182598999999996,1.5002779999999998,51.682877000000005,2.6173909529592962,1.618793516129032,0.048396064516129024,1.6671895806451615,384,3,34,0.9922480620155039,0.9186602870813397,0.9540372670807453
2.5.3,deepest,d9394-ft8-test-wave,unscored,11,47,0,0,17.312464208807796,13.708683,0.4844489999999999,14.193131999999999,1.5738603826188906,1.2462439090909092,0.044040818181818174,1.2902847272727271,0,0,0,,,
2.5.3,deepest,kgoba-ft8-lib,scored,31,429,429,418,70.85420183092356,57.631139999999995,1.5435909999999997,59.174731000000016,2.28561941390076,1.8590690322580643,0.04979325806451612,1.9088622903225811,401,3,17,0.9925742574257426,0.9593301435406698,0.975669099756691
2.5.3,medium,d9394-ft8-test-wave,unscored,11,46,0,0,12.039329706691206,9.417201,0.44843500000000003,9.865636,1.0944845187901096,0.8561091818181819,0.04076681818181818,0.896876,0,0,0,,,
2.5.3,medium,kgoba-ft8-lib,scored,31,412,429,418,68.87607116485015,40.974089,1.4455559999999996,42.41964499999999,2.2218087472532306,1.3217448064516129,0.04663083870967741,1.3683756451612898,384,3,34,0.9922480620155039,0.9186602870813397,0.9540372670807453
2.5.4,deepest,d9394-ft8-test-wave,unscored,11,47,0,0,17.33680220739916,13.644027,0.46006100000000005,14.104088,1.5760729279453782,1.2403660909090908,0.041823727272727276,1.2821898181818183,0,0,0,,,
2.5.4,deepest,kgoba-ft8-lib,scored,31,429,429,418,70.4410051223822,57.37204200000001,1.5439689999999997,58.916011,2.2722904878187804,1.8507110322580647,0.049805451612903215,1.9005164838709676,401,3,17,0.9925742574257426,0.9593301435406698,0.975669099756691
2.5.4,medium,d9394-ft8-test-wave,unscored,11,46,0,0,11.818732789717615,9.31356,0.431656,9.745216,1.0744302536106922,0.8466872727272728,0.039241454545454545,0.8859287272727272,0,0,0,,,
2.5.4,medium,kgoba-ft8-lib,scored,31,412,429,418,72.60531241260469,41.22170499999999,1.4968069999999998,42.718512000000004,2.3421068520195063,1.3297324193548385,0.04828409677419354,1.3780165161290323,384,3,34,0.9922480620155039,0.9186602870813397,0.9540372670807453
2.6.0,deepest,d9394-ft8-test-wave,unscored,11,47,0,0,20.82549587311223,16.294591999999998,0.49992799999999993,16.79452,1.8932268975556574,1.4813265454545452,0.045447999999999995,1.5267745454545454,0,0,0,,,
2.6.0,deepest,kgoba-ft8-lib,scored,31,430,429,418,85.02185662463307,69.854455,1.6119359999999998,71.466391,2.7426405362784863,2.253369516129032,0.05199793548387096,2.3053674516129035,402,3,16,0.9925925925925926,0.9617224880382775,0.976913730255164
2.6.0,medium,d9394-ft8-test-wave,unscored,11,45,0,0,12.267278748564422,9.980473,0.43305799999999994,10.413530999999999,1.115207158960402,0.9073157272727272,0.039368909090909086,0.9466846363636363,0,0,0,,,
2.6.0,medium,kgoba-ft8-lib,scored,31,416,429,418,82.79071779036894,47.558648000000005,1.5311299999999997,49.089777999999995,2.670668315818353,1.5341499354838712,0.04939129032258063,1.5835412258064514,388,3,30,0.9923273657289002,0.9282296650717703,0.9592088998763906
2.6.1,deepest,d9394-ft8-test-wave,unscored,11,47,0,0,20.04228866752237,16.588517,0.47879599999999994,17.067313000000002,1.8220262425020337,1.508047,0.04352690909090909,1.5515739090909093,0,0,0,,,
2.6.1,deepest,kgoba-ft8-lib,scored,31,430,429,418,84.67803242010996,70.026175,1.5447710000000003,71.57094600000002,2.731549432906773,2.258908870967742,0.049831322580645175,2.3087401935483878,402,3,16,0.9925925925925926,0.9617224880382775,0.976913730255164
2.6.1,medium,d9394-ft8-test-wave,unscored,11,45,0,0,12.429655207321048,10.106944,0.418238,10.525182,1.1299686552110044,0.9188130909090909,0.03802163636363636,0.9568347272727272,0,0,0,,,
2.6.1,medium,kgoba-ft8-lib,scored,31,416,429,418,79.31309891538695,47.343284999999995,1.5156930000000002,48.85897799999999,2.5584870617866757,1.5272027419354837,0.04889332258064517,1.5760960645161288,388,3,30,0.9923273657289002,0.9282296650717703,0.9592088998763906
2.7.0,deepest,d9394-ft8-test-wave,unscored,11,47,0,0,20.279480080120265,15.604477999999999,0.489217,16.093695,1.8435890981927514,1.418588909090909,0.04447427272727273,1.4630631818181818,0,0,0,,,
2.7.0,deepest,kgoba-ft8-lib,scored,31,429,429,418,83.38480633543804,67.40776400000001,1.5973300000000001,69.00509400000001,2.6898324624334853,2.1744440000000003,0.05152677419354839,2.225970774193549,401,3,17,0.9925742574257426,0.9593301435406698,0.975669099756691
2.7.0,medium,d9394-ft8-test-wave,unscored,11,45,0,0,12.394363916479051,9.933459,0.413801,10.34726,1.1267603560435502,0.9030417272727272,0.03761827272727272,0.94066,0,0,0,,,
2.7.0,medium,kgoba-ft8-lib,scored,31,415,429,418,60.089418788440526,45.911302000000006,1.9938250000000002,47.90512699999999,1.9383683480142104,1.4810097419354842,0.06431693548387098,1.5453266774193546,387,3,31,0.9923076923076923,0.9258373205741627,0.9579207920792079
3.0.0-rc1,deepest,d9394-ft8-test-wave,unscored,11,50,0,0,48.58861737512052,42.331238,0.79253,43.123768,4.417147034101865,3.8482943636363633,0.07204818181818182,3.9203425454545453,0,0,0,,,
3.0.0-rc1,deepest,kgoba-ft8-lib,scored,31,427,429,418,161.74225012445822,136.35078699999997,2.4577979999999995,138.808585,5.217491939498652,4.398412483870967,0.07928380645161288,4.47769629032258,399,3,19,0.9925373134328358,0.9545454545454546,0.9731707317073172
3.0.0-rc1,medium,d9394-ft8-test-wave,unscored,11,43,0,0,29.15915154153481,24.144555999999998,0.6624869999999999,24.807043000000004,2.6508319583213464,2.1949596363636363,0.0602260909090909,2.255185727272728,0,0,0,,,
3.0.0-rc1,medium,kgoba-ft8-lib,scored,31,411,429,418,150.75848954264075,84.65330399999998,2.142207,86.79551099999999,4.863177082020669,2.730751741935483,0.06910345161290322,2.7998551935483866,384,3,34,0.9922480620155039,0.9186602870813397,0.9540372670807453
